id,cell_lines,drug,label
3006,SIDM01073,BX-912,1
3007,SIDM00928,BX-912,1
3008,SIDM01218,BX-912,1
3009,SIDM01031,BX-912,1
3010,SIDM01110,BX-912,1
3011,SIDM00407,BX-912,1
3012,SIDM00933,BX-912,1
3013,SIDM00483,BX-912,1
3014,SIDM00829,BX-912,1
3015,SIDM00437,BX-912,1
3016,SIDM01048,BX-912,1
3017,SIDM00410,BX-912,1
3018,SIDM00313,BX-912,1
3019,SIDM00990,BX-912,1
3020,SIDM01020,BX-912,1
3021,SIDM01045,BX-912,1
3022,SIDM01027,BX-912,1
3023,SIDM00789,BX-912,1
3024,SIDM00285,BX-912,1
3025,SIDM00344,BX-912,1
3026,SIDM00329,BX-912,1
3027,SIDM01248,BX-912,1
3028,SIDM00327,BX-912,1
3029,SIDM01015,BX-912,1
3030,SIDM00391,BX-912,1
3031,SIDM00441,BX-912,1
3032,SIDM01082,BX-912,1
3033,SIDM01076,BX-912,1
3034,SIDM00433,BX-912,1
3035,SIDM00394,BX-912,1
3036,SIDM00443,BX-912,1
3037,SIDM00148,BX-912,1
3038,SIDM00415,BX-912,1
3039,SIDM01018,BX-912,1
3040,SIDM00411,BX-912,1
3041,SIDM00951,BX-912,1
3042,SIDM00499,BX-912,1
3043,SIDM00404,BX-912,1
3044,SIDM01019,BX-912,1
3045,SIDM01103,BX-912,1
3046,SIDM00312,BX-912,1
3047,SIDM00458,BX-912,1
3048,SIDM00997,BX-912,1
3049,SIDM00903,BX-912,1
3050,SIDM00943,BX-912,1
3051,SIDM00420,BX-912,1
3052,SIDM00450,BX-912,1
3053,SIDM00930,BX795,1
3054,SIDM00939,BX795,1
3055,SIDM01062,BX795,1
3056,SIDM01111,BX795,1
3057,SIDM01070,BX795,1
3058,SIDM00477,BX795,1
3059,SIDM01248,BX795,1
3060,SIDM00942,BX795,1
3061,SIDM00886,BX795,1
3062,SIDM01004,BX795,1
3063,SIDM00512,BX795,1
3064,SIDM00990,BX795,1
3065,SIDM00340,BX795,1
3066,SIDM00829,BX795,1
3067,SIDM00451,BX795,1
3068,SIDM01025,BX795,1
3069,SIDM00413,BX795,1
3070,SIDM01012,BX795,1
3071,SIDM00860,BX795,1
3072,SIDM00088,BX795,1
3073,SIDM01131,BX795,1
3074,SIDM00940,BX795,1
3075,SIDM00454,BX795,1
3076,SIDM01003,BX795,1
3077,SIDM00460,BX795,1
3078,SIDM00798,BX795,1
3079,SIDM00832,BX795,1
3080,SIDM01072,BX795,1
3081,SIDM00828,BX795,1
3082,SIDM00867,BX795,1
3083,SIDM00953,BX795,1
3084,SIDM00947,BX795,1
3085,SIDM00337,BX795,1
3086,SIDM01191,BX795,1
3087,SIDM01172,BX795,1
3088,SIDM01060,BX795,1
3089,SIDM00783,BX795,1
3090,SIDM01176,BX795,1
3091,SIDM00342,BX795,1
3092,SIDM00247,BX795,1
3093,SIDM00983,BX795,1
3094,SIDM00934,BX795,1
3095,SIDM00421,BX795,1
3096,SIDM00285,BX795,1
3097,SIDM00964,BX795,1
3098,SIDM00950,BX795,1
3099,SIDM00438,BX795,1
3100,SIDM00457,BX795,1
3101,SIDM00637,BX795,1
3102,SIDM01031,BX795,1
3103,SIDM01087,BX795,1
3104,SIDM00124,BX795,1
3105,SIDM00087,Belinostat,1
3106,SIDM00941,Belinostat,1
3107,SIDM00877,Belinostat,1
3108,SIDM00453,Belinostat,1
3109,SIDM00416,Belinostat,1
3110,SIDM00462,Belinostat,1
3111,SIDM00419,Belinostat,1
3112,SIDM01018,Belinostat,1
3113,SIDM01067,Belinostat,1
3114,SIDM00097,Belinostat,1
3115,SIDM00329,Belinostat,1
3116,SIDM00477,Belinostat,1
3117,SIDM00386,Belinostat,1
3118,SIDM00798,Belinostat,1
3119,SIDM00637,Belinostat,1
3120,SIDM00944,Belinostat,1
3121,SIDM01055,Belinostat,1
3122,SIDM00949,Belinostat,1
3123,SIDM01179,Belinostat,1
3124,SIDM00661,Belinostat,1
3125,SIDM00671,Belinostat,1
3126,SIDM00401,Belinostat,1
3127,SIDM00388,Belinostat,1
3128,SIDM00963,Belinostat,1
3129,SIDM00935,Belinostat,1
3130,SIDM01131,Belinostat,1
3131,SIDM01045,Belinostat,1
3132,SIDM00346,Belinostat,1
3133,SIDM00939,Belinostat,1
3134,SIDM01107,Belinostat,1
3135,SIDM00832,Belinostat,1
3136,SIDM00791,Belinostat,1
3137,SIDM00424,Belinostat,1
3138,SIDM00641,Belinostat,1
3139,SIDM01009,Belinostat,1
3140,SIDM01076,Belinostat,1
3141,SIDM00580,Belinostat,1
3142,SIDM00450,Belinostat,1
3143,SIDM01176,Belinostat,1
3144,SIDM00947,Belinostat,1
3145,SIDM01019,Belinostat,1
3146,SIDM00417,Belinostat,1
3147,SIDM01248,Belinostat,1
3148,SIDM00957,Belinostat,1
3149,SIDM00272,Belinostat,1
3150,SIDM01089,Belinostat,1
3151,SIDM00429,Belinostat,1
3152,SIDM01064,Belinostat,1
3153,SIDM00387,Belinostat,1
3154,SIDM00927,Belinostat,1
3155,SIDM01052,Belinostat,1
3156,SIDM00390,Belinostat,1
3157,SIDM00286,Belinostat,1
3158,SIDM00938,Belinostat,1
3159,SIDM00948,Belinostat,1
3160,SIDM00345,Belinostat,1
3161,SIDM01066,Belinostat,1
3162,SIDM01015,Belinostat,1
3163,SIDM01024,Belinostat,1
3164,SIDM00900,Belinostat,1
3165,SIDM01002,Belinostat,1
3166,SIDM00953,Belinostat,1
3167,SIDM00336,Belinostat,1
3168,SIDM00512,Belinostat,1
3169,SIDM00404,Belinostat,1
3170,SIDM01036,Belinostat,1
3171,SIDM01218,Bexarotene,1
3172,SIDM00145,Bexarotene,1
3173,SIDM01003,Bexarotene,1
3174,SIDM00341,Bexarotene,1
3175,SIDM01042,Bexarotene,1
3176,SIDM01001,Bexarotene,1
3177,SIDM00983,Bexarotene,1
3178,SIDM00950,Bexarotene,1
3179,SIDM00345,Bexarotene,1
3180,SIDM01015,Bexarotene,1
3181,SIDM00931,Bexarotene,1
3182,SIDM00957,Bexarotene,1
3183,SIDM00789,Bexarotene,1
3184,SIDM00438,Bexarotene,1
3185,SIDM00462,Bexarotene,1
3186,SIDM00637,Bexarotene,1
3187,SIDM01059,Bexarotene,1
3188,SIDM00941,Bexarotene,1
3189,SIDM00895,Bexarotene,1
3190,SIDM00441,Bexarotene,1
3191,SIDM00390,Bexarotene,1
3192,SIDM01072,Bexarotene,1
3193,SIDM00988,Bexarotene,1
3194,SIDM00900,Bexarotene,1
3195,SIDM00136,Bexarotene,1
3196,SIDM01110,Bexarotene,1
3197,SIDM00942,Bexarotene,1
3198,SIDM00657,Bexarotene,1
3199,SIDM00272,Bexarotene,1
3200,SIDM00594,Bexarotene,1
3201,SIDM00515,Bexarotene,1
3202,SIDM00986,Bexarotene,1
3203,SIDM00404,Bexarotene,1
3204,SIDM01060,Bexarotene,1
3205,SIDM01004,Bexarotene,1
3206,SIDM00783,Bexarotene,1
3207,SIDM01043,Bexarotene,1
3208,SIDM01191,Bexarotene,1
3209,SIDM00421,Bexarotene,1
3210,SIDM00928,Bexarotene,1
3211,SIDM00946,Bexarotene,1
3212,SIDM00087,Bexarotene,1
3213,SIDM00580,Bexarotene,1
3214,SIDM00340,Bexarotene,1
3215,SIDM01179,Bexarotene,1
3216,SIDM00981,Bexarotene,1
3217,SIDM00343,Bexarotene,1
3218,SIDM00874,Bexarotene,1
3219,SIDM00963,Bexarotene,1
3220,SIDM01057,Bexarotene,1
3221,SIDM00402,Bexarotene,1
3222,SIDM00330,Bexarotene,1
3223,SIDM00907,Bexarotene,1
3224,SIDM00407,Bexarotene,1
3225,SIDM01051,Bexarotene,1
3226,SIDM00463,Bexarotene,1
3227,SIDM00937,Bexarotene,1
3228,SIDM00386,Bexarotene,1
3229,SIDM01055,Bexarotene,1
3230,SIDM01131,Bexarotene,1
3231,SIDM00453,Bexarotene,1
3232,SIDM01048,Bexarotene,1
3233,SIDM01012,Bexarotene,1
3234,SIDM00993,Bexarotene,1
3235,SIDM00289,Bexarotene,1
3236,SIDM00807,Bicalutamide,1
3237,SIDM01059,Bicalutamide,1
3238,SIDM00443,Bicalutamide,1
3239,SIDM00940,Bicalutamide,1
3240,SIDM00333,Bicalutamide,1
3241,SIDM00454,Bicalutamide,1
3242,SIDM00628,Bicalutamide,1
3243,SIDM00995,Bicalutamide,1
3244,SIDM00997,Bicalutamide,1
3245,SIDM00329,Bicalutamide,1
3246,SIDM00451,Bicalutamide,1
3247,SIDM01179,Bicalutamide,1
3248,SIDM00428,Bicalutamide,1
3249,SIDM00449,Bicalutamide,1
3250,SIDM01042,Bicalutamide,1
3251,SIDM00145,Bicalutamide,1
3252,SIDM00415,Bicalutamide,1
3253,SIDM00413,Bicalutamide,1
3254,SIDM00798,Bicalutamide,1
3255,SIDM01107,Bicalutamide,1
3256,SIDM01064,Bicalutamide,1
3257,SIDM00313,Bicalutamide,1
3258,SIDM00933,Bicalutamide,1
3259,SIDM00426,Bicalutamide,1
3260,SIDM00641,Bicalutamide,1
3261,SIDM00423,Bicalutamide,1
3262,SIDM01055,Bicalutamide,1
3263,SIDM00411,Bicalutamide,1
3264,SIDM00948,Bicalutamide,1
3265,SIDM00247,Bicalutamide,1
3266,SIDM01031,Bicalutamide,1
3267,SIDM01019,Bicalutamide,1
3268,SIDM00706,Bicalutamide,1
3269,SIDM00438,Bicalutamide,1
3270,SIDM00431,Bicalutamide,1
3271,SIDM01110,Bicalutamide,1
3272,SIDM00985,Bicalutamide,1
3273,SIDM00412,Bicalutamide,1
3274,SIDM00448,Bicalutamide,1
3275,SIDM00958,Bicalutamide,1
3276,SIDM00937,Bicalutamide,1
3277,SIDM00828,Bicalutamide,1
3278,SIDM00392,Bicalutamide,1
3279,SIDM00455,Bicalutamide,1
3280,SIDM00327,Bicalutamide,1
3281,SIDM00661,Bicalutamide,1
3282,SIDM00247,Bicalutamide,1
3283,SIDM00903,Bicalutamide,1
3284,SIDM00284,Bicalutamide,1
3285,SIDM00121,Bicalutamide,1
3286,SIDM01148,Bicalutamide,1
3287,SIDM00829,Bicalutamide,1
3288,SIDM00460,Bicalutamide,1
3289,SIDM00419,Bicalutamide,1
3290,SIDM00124,Bicalutamide,1
3291,SIDM00420,Bicalutamide,1
3292,SIDM00308,Bleomycin,1
3293,SIDM00983,Bleomycin,1
3294,SIDM00458,Bleomycin,1
3295,SIDM00981,Bleomycin,1
3296,SIDM00330,Bleomycin,1
3297,SIDM00289,Bleomycin,1
3298,SIDM00401,Bleomycin,1
3299,SIDM00386,Bleomycin,1
3300,SIDM01047,Bleomycin,1
3301,SIDM00930,Bleomycin,1
3302,SIDM00446,Bleomycin,1
3303,SIDM01018,Bleomycin,1
3304,SIDM00949,Bleomycin,1
3305,SIDM01009,Bleomycin,1
3306,SIDM00413,Bleomycin,1
3307,SIDM00405,Bleomycin,1
3308,SIDM00463,Bleomycin,1
3309,SIDM00447,Bleomycin,1
3310,SIDM00515,Bleomycin,1
3311,SIDM00457,Bleomycin,1
3312,SIDM00453,Bleomycin,1
3313,SIDM00499,Bleomycin,1
3314,SIDM00333,Bleomycin,1
3315,SIDM00332,Bleomycin,1
3316,SIDM00341,Bleomycin,1
3317,SIDM00867,Bleomycin,1
3318,SIDM00990,Bleomycin,1
3319,SIDM01069,Bleomycin,1
3320,SIDM00284,Bleomycin,1
3321,SIDM00339,Bleomycin,1
3322,SIDM00429,Bleomycin,1
3323,SIDM00933,Bleomycin,1
3324,SIDM01087,Bleomycin,1
3325,SIDM00462,Bleomycin,1
3326,SIDM01060,Bleomycin,1
3327,SIDM01029,Bleomycin,1
3328,SIDM00442,Bleomycin,1
3329,SIDM00661,Bleomycin,1
3330,SIDM00422,Bleomycin,1
3331,SIDM00342,Bleomycin,1
3332,SIDM01055,Bleomycin,1
3333,SIDM00335,Bleomycin,1
3334,SIDM00944,Bleomycin,1
3335,SIDM00928,Bleomycin,1
3336,SIDM00286,Bleomycin,1
3337,SIDM01073,Bleomycin,1
3338,SIDM00088,Bleomycin,1
3339,SIDM00145,Bleomycin,1
3340,SIDM01066,Bleomycin,1
3341,SIDM00903,Bleomycin,1
3342,SIDM01030,Bleomycin,1
3343,SIDM01154,Bleomycin,1
3344,SIDM00330,Bortezomib,1
3345,SIDM00145,Bortezomib,1
3346,SIDM00949,Bortezomib,1
3347,SIDM00438,Bortezomib,1
3348,SIDM00340,Bortezomib,1
3349,SIDM01019,Bortezomib,1
3350,SIDM00395,Bortezomib,1
3351,SIDM01131,Bortezomib,1
3352,SIDM00877,Bortezomib,1
3353,SIDM00460,Bortezomib,1
3354,SIDM01009,Bortezomib,1
3355,SIDM00900,Bortezomib,1
3356,SIDM00417,Bortezomib,1
3357,SIDM00227,Bortezomib,1
3358,SIDM00446,Bortezomib,1
3359,SIDM01018,Bortezomib,1
3360,SIDM00829,Bortezomib,1
3361,SIDM00448,Bortezomib,1
3362,SIDM00946,Bortezomib,1
3363,SIDM01073,Bortezomib,1
3364,SIDM01172,Bortezomib,1
3365,SIDM00896,Bortezomib,1
3366,SIDM00419,Bortezomib,1
3367,SIDM00953,Bortezomib,1
3368,SIDM01048,Bortezomib,1
3369,SIDM01107,Bortezomib,1
3370,SIDM00339,Bortezomib,1
3371,SIDM00457,Bortezomib,1
3372,SIDM00332,Bortezomib,1
3373,SIDM00985,Bortezomib,1
3374,SIDM01057,Bortezomib,1
3375,SIDM00338,Bortezomib,1
3376,SIDM01076,Bortezomib,1
3377,SIDM01049,Bortezomib,1
3378,SIDM01005,Bortezomib,1
3379,SIDM01027,Bosutinib,1
3380,SIDM00388,Bosutinib,1
3381,SIDM01030,Bosutinib,1
3382,SIDM00798,Bosutinib,1
3383,SIDM00580,Bosutinib,1
3384,SIDM00483,Bosutinib,1
3385,SIDM00121,Bosutinib,1
3386,SIDM01064,Bosutinib,1
3387,SIDM00987,Bosutinib,1
3388,SIDM00308,Bosutinib,1
3389,SIDM00641,Bosutinib,1
3390,SIDM00394,Bosutinib,1
3391,SIDM00428,Bosutinib,1
3392,SIDM00289,Bosutinib,1
3393,SIDM01148,Bosutinib,1
3394,SIDM00412,Bosutinib,1
3395,SIDM00989,Bosutinib,1
3396,SIDM00981,Bosutinib,1
3397,SIDM01076,Bosutinib,1
3398,SIDM00145,Bosutinib,1
3399,SIDM01218,Bosutinib,1
3400,SIDM00874,Bosutinib,1
3401,SIDM00860,Bosutinib,1
3402,SIDM01248,Bosutinib,1
3403,SIDM00413,Bosutinib,1
3404,SIDM00087,Bosutinib,1
3405,SIDM00936,Bosutinib,1
3406,SIDM00327,Bosutinib,1
3407,SIDM00995,Bosutinib,1
3408,SIDM01009,Bosutinib,1
3409,SIDM01049,Bosutinib,1
3410,SIDM00420,Bosutinib,1
3411,SIDM00431,Bosutinib,1
3412,SIDM01012,Bosutinib,1
3413,SIDM00247,Bosutinib,1
3414,SIDM00988,Bosutinib,1
3415,SIDM00227,Bosutinib,1
3416,SIDM00594,Bosutinib,1
3417,SIDM00124,Bosutinib,1
3418,SIDM00416,Bosutinib,1
3419,SIDM01048,Bosutinib,1
3420,SIDM00958,Bosutinib,1
3421,SIDM01028,Bosutinib,1
3422,SIDM00462,Bosutinib,1
3423,SIDM01005,Bosutinib,1
3424,SIDM00832,"Brivanib, BMS-540215",1
3425,SIDM00961,"Brivanib, BMS-540215",1
3426,SIDM00985,"Brivanib, BMS-540215",1
3427,SIDM00932,"Brivanib, BMS-540215",1
3428,SIDM00454,"Brivanib, BMS-540215",1
3429,SIDM00946,"Brivanib, BMS-540215",1
3430,SIDM00392,"Brivanib, BMS-540215",1
3431,SIDM01015,"Brivanib, BMS-540215",1
3432,SIDM01018,"Brivanib, BMS-540215",1
3433,SIDM01003,"Brivanib, BMS-540215",1
3434,SIDM01031,"Brivanib, BMS-540215",1
3435,SIDM00886,"Brivanib, BMS-540215",1
3436,SIDM00938,"Brivanib, BMS-540215",1
3437,SIDM00460,"Brivanib, BMS-540215",1
3438,SIDM00789,"Brivanib, BMS-540215",1
3439,SIDM00661,"Brivanib, BMS-540215",1
3440,SIDM00411,"Brivanib, BMS-540215",1
3441,SIDM00247,"Brivanib, BMS-540215",1
3442,SIDM00289,"Brivanib, BMS-540215",1
3443,SIDM00455,"Brivanib, BMS-540215",1
3444,SIDM00963,"Brivanib, BMS-540215",1
3445,SIDM00939,"Brivanib, BMS-540215",1
3446,SIDM01086,"Brivanib, BMS-540215",1
3447,SIDM00994,"Brivanib, BMS-540215",1
3448,SIDM00415,"Brivanib, BMS-540215",1
3449,SIDM00940,"Brivanib, BMS-540215",1
3450,SIDM01131,"Brivanib, BMS-540215",1
3451,SIDM00463,"Brivanib, BMS-540215",1
3452,SIDM01032,"Brivanib, BMS-540215",1
3453,SIDM00874,"Brivanib, BMS-540215",1
3454,SIDM01040,"Brivanib, BMS-540215",1
3455,SIDM00632,"Brivanib, BMS-540215",1
3456,SIDM01019,"Brivanib, BMS-540215",1
3457,SIDM00442,"Brivanib, BMS-540215",1
3458,SIDM00927,"Brivanib, BMS-540215",1
3459,SIDM00422,"Brivanib, BMS-540215",1
3460,SIDM01043,"Brivanib, BMS-540215",1
3461,SIDM00950,"Brivanib, BMS-540215",1
3462,SIDM00953,"Brivanib, BMS-540215",1
3463,SIDM01048,"Brivanib, BMS-540215",1
3464,SIDM00390,"Brivanib, BMS-540215",1
3465,SIDM00272,"Brivanib, BMS-540215",1
3466,SIDM00420,"Brivanib, BMS-540215",1
3467,SIDM00344,"Brivanib, BMS-540215",1
3468,SIDM00312,"Brivanib, BMS-540215",1
3469,SIDM00284,"Brivanib, BMS-540215",1
3470,SIDM01013,"Brivanib, BMS-540215",1
3471,SIDM00929,"Brivanib, BMS-540215",1
3472,SIDM00999,"Brivanib, BMS-540215",1
3473,SIDM01103,Bryostatin 1,1
3474,SIDM01032,Bryostatin 1,1
3475,SIDM00334,Bryostatin 1,1
3476,SIDM00148,Bryostatin 1,1
3477,SIDM00401,Bryostatin 1,1
3478,SIDM01001,Bryostatin 1,1
3479,SIDM00413,Bryostatin 1,1
3480,SIDM01013,Bryostatin 1,1
3481,SIDM01071,Bryostatin 1,1
3482,SIDM00461,Bryostatin 1,1
3483,SIDM00422,Bryostatin 1,1
3484,SIDM01056,Bryostatin 1,1
3485,SIDM00423,Bryostatin 1,1
3486,SIDM00987,Bryostatin 1,1
3487,SIDM00429,Bryostatin 1,1
3488,SIDM00338,Bryostatin 1,1
3489,SIDM00948,Bryostatin 1,1
3490,SIDM00344,Bryostatin 1,1
3491,SIDM00661,Bryostatin 1,1
3492,SIDM00962,Bryostatin 1,1
3493,SIDM00455,Bryostatin 1,1
3494,SIDM00272,Bryostatin 1,1
3495,SIDM01003,Bryostatin 1,1
3496,SIDM01051,Bryostatin 1,1
3497,SIDM01248,Bryostatin 1,1
3498,SIDM00426,Bryostatin 1,1
3499,SIDM00412,Bryostatin 1,1
3500,SIDM00289,Bryostatin 1,1
3501,SIDM00937,Bryostatin 1,1
3502,SIDM01024,Bryostatin 1,1
3503,SIDM00932,Bryostatin 1,1
3504,SIDM00446,Bryostatin 1,1
3505,SIDM01087,Bryostatin 1,1
3506,SIDM00895,Bryostatin 1,1
3507,SIDM00460,Bryostatin 1,1
3508,SIDM01023,Bryostatin 1,1
3509,SIDM01066,Bryostatin 1,1
3510,SIDM00448,Bryostatin 1,1
3511,SIDM00828,Bryostatin 1,1
3512,SIDM00951,Bryostatin 1,1
3513,SIDM00886,Bryostatin 1,1
3514,SIDM00286,Bryostatin 1,1
3515,SIDM00874,Bryostatin 1,1
3516,SIDM01004,Bryostatin 1,1
3517,SIDM00657,Bryostatin 1,1
3518,SIDM00391,Bryostatin 1,1
3519,SIDM01055,Bryostatin 1,1
3520,SIDM01218,Bryostatin 1,1
3521,SIDM00417,Bryostatin 1,1
3522,SIDM00434,Bryostatin 1,1
3523,SIDM01028,Bryostatin 1,1
3524,SIDM00388,Bryostatin 1,1
3525,SIDM00424,Bryostatin 1,1
3526,SIDM00437,Bryostatin 1,1
3527,SIDM00441,C-75,1
3528,SIDM00981,C-75,1
3529,SIDM01060,C-75,1
3530,SIDM00632,C-75,1
3531,SIDM00783,C-75,1
3532,SIDM01248,C-75,1
3533,SIDM00454,C-75,1
3534,SIDM00789,C-75,1
3535,SIDM00442,C-75,1
3536,SIDM01047,C-75,1
3537,SIDM00900,C-75,1
3538,SIDM00413,C-75,1
3539,SIDM00312,C-75,1
3540,SIDM00932,C-75,1
3541,SIDM01030,C-75,1
3542,SIDM01048,C-75,1
3543,SIDM00124,C-75,1
3544,SIDM00944,C-75,1
3545,SIDM00950,C-75,1
3546,SIDM00145,C-75,1
3547,SIDM00121,C-75,1
3548,SIDM00462,C-75,1
3549,SIDM00594,C-75,1
3550,SIDM00791,C-75,1
3551,SIDM00807,C-75,1
3552,SIDM00580,C-75,1
3553,SIDM00999,C-75,1
3554,SIDM00954,C-75,1
3555,SIDM01034,C-75,1
3556,SIDM00828,C-75,1
3557,SIDM00661,C-75,1
3558,SIDM00937,C-75,1
3559,SIDM00949,C-75,1
3560,SIDM00980,C-75,1
3561,SIDM00985,C-75,1
3562,SIDM01131,C-75,1
3563,SIDM00461,C-75,1
3564,SIDM00479,C-75,1
3565,SIDM00936,C-75,1
3566,SIDM00983,C-75,1
3567,SIDM00927,C-75,1
3568,SIDM00832,C-75,1
3569,SIDM00455,C-75,1
3570,SIDM01089,C-75,1
3571,SIDM00931,C-75,1
3572,SIDM00994,C-75,1
3573,SIDM00515,C-75,1
3574,SIDM01191,C-75,1
3575,SIDM01059,C-75,1
3576,SIDM01018,C-75,1
3577,SIDM00996,C-75,1
3578,SIDM01015,C-75,1
3579,SIDM00390,C-75,1
3580,SIDM00337,C-75,1
3581,SIDM00798,C-75,1
3582,SIDM01085,C-75,1
3583,SIDM00287,C-75,1
3584,SIDM00671,C-75,1
3585,SIDM00433,C-75,1
3586,SIDM00412,"CAP-232, TT-232, TLN-232",1
3587,SIDM00433,"CAP-232, TT-232, TLN-232",1
3588,SIDM00334,"CAP-232, TT-232, TLN-232",1
3589,SIDM01020,"CAP-232, TT-232, TLN-232",1
3590,SIDM00406,"CAP-232, TT-232, TLN-232",1
3591,SIDM01028,"CAP-232, TT-232, TLN-232",1
3592,SIDM00308,"CAP-232, TT-232, TLN-232",1
3593,SIDM01015,"CAP-232, TT-232, TLN-232",1
3594,SIDM01023,"CAP-232, TT-232, TLN-232",1
3595,SIDM00413,"CAP-232, TT-232, TLN-232",1
3596,SIDM00828,"CAP-232, TT-232, TLN-232",1
3597,SIDM01027,"CAP-232, TT-232, TLN-232",1
3598,SIDM00943,"CAP-232, TT-232, TLN-232",1
3599,SIDM00988,"CAP-232, TT-232, TLN-232",1
3600,SIDM01131,"CAP-232, TT-232, TLN-232",1
3601,SIDM00342,"CAP-232, TT-232, TLN-232",1
3602,SIDM01009,"CAP-232, TT-232, TLN-232",1
3603,SIDM00387,"CAP-232, TT-232, TLN-232",1
3604,SIDM00389,"CAP-232, TT-232, TLN-232",1
3605,SIDM00580,"CAP-232, TT-232, TLN-232",1
3606,SIDM00810,"CAP-232, TT-232, TLN-232",1
3607,SIDM01103,"CAP-232, TT-232, TLN-232",1
3608,SIDM00431,"CAP-232, TT-232, TLN-232",1
3609,SIDM00437,"CAP-232, TT-232, TLN-232",1
3610,SIDM00661,"CAP-232, TT-232, TLN-232",1
3611,SIDM00390,"CAP-232, TT-232, TLN-232",1
3612,SIDM00938,"CAP-232, TT-232, TLN-232",1
3613,SIDM00874,"CAP-232, TT-232, TLN-232",1
3614,SIDM00997,"CAP-232, TT-232, TLN-232",1
3615,SIDM01062,"CAP-232, TT-232, TLN-232",1
3616,SIDM00962,"CAP-232, TT-232, TLN-232",1
3617,SIDM00927,"CAP-232, TT-232, TLN-232",1
3618,SIDM00345,"CAP-232, TT-232, TLN-232",1
3619,SIDM00946,"CAP-232, TT-232, TLN-232",1
3620,SIDM00395,"CAP-232, TT-232, TLN-232",1
3621,SIDM00417,"CAP-232, TT-232, TLN-232",1
3622,SIDM00284,"CAP-232, TT-232, TLN-232",1
3623,SIDM01056,"CAP-232, TT-232, TLN-232",1
3624,SIDM01047,"CAP-232, TT-232, TLN-232",1
3625,SIDM00930,"CAP-232, TT-232, TLN-232",1
3626,SIDM01040,"CAP-232, TT-232, TLN-232",1
3627,SIDM00148,"CAP-232, TT-232, TLN-232",1
3628,SIDM00987,"CAP-232, TT-232, TLN-232",1
3629,SIDM01076,"CAP-232, TT-232, TLN-232",1
3630,SIDM00829,"CAP-232, TT-232, TLN-232",1
3631,SIDM01026,"CAP-232, TT-232, TLN-232",1
3632,SIDM00944,"CAP-232, TT-232, TLN-232",1
3633,SIDM00989,"CAP-232, TT-232, TLN-232",1
3634,SIDM01071,"CAP-232, TT-232, TLN-232",1
3635,SIDM00463,"CAP-232, TT-232, TLN-232",1
3636,SIDM00462,"CAP-232, TT-232, TLN-232",1
3637,SIDM00329,"CAP-232, TT-232, TLN-232",1
3638,SIDM00396,"CAP-232, TT-232, TLN-232",1
3639,SIDM00986,"CAP-232, TT-232, TLN-232",1
3640,SIDM00338,"CAP-232, TT-232, TLN-232",1
3641,SIDM01002,"CAP-232, TT-232, TLN-232",1
3642,SIDM01031,"CAP-232, TT-232, TLN-232",1
3643,SIDM00483,"CAP-232, TT-232, TLN-232",1
3644,SIDM00424,"CAP-232, TT-232, TLN-232",1
3645,SIDM00335,"CAP-232, TT-232, TLN-232",1
3646,SIDM01025,"CAP-232, TT-232, TLN-232",1
3647,SIDM01248,"CAP-232, TT-232, TLN-232",1
3648,SIDM00434,"CAP-232, TT-232, TLN-232",1
3649,SIDM00087,"CAP-232, TT-232, TLN-232",1
3650,SIDM00935,"CAP-232, TT-232, TLN-232",1
3651,SIDM01052,"CAP-232, TT-232, TLN-232",1
3652,SIDM00706,"CAP-232, TT-232, TLN-232",1
3653,SIDM00933,"CAP-232, TT-232, TLN-232",1
3654,SIDM00479,"CAP-232, TT-232, TLN-232",1
3655,SIDM00461,"CAP-232, TT-232, TLN-232",1
3656,SIDM00999,"CAP-232, TT-232, TLN-232",1
3657,SIDM01172,"CAP-232, TT-232, TLN-232",1
3658,SIDM00632,CAY10566,1
3659,SIDM00961,CAY10566,1
3660,SIDM01020,CAY10566,1
3661,SIDM00455,CAY10566,1
3662,SIDM01012,CAY10566,1
3663,SIDM00829,CAY10566,1
3664,SIDM00284,CAY10566,1
3665,SIDM01086,CAY10566,1
3666,SIDM01036,CAY10566,1
3667,SIDM01154,CAY10566,1
3668,SIDM00312,CAY10566,1
3669,SIDM01003,CAY10566,1
3670,SIDM00404,CAY10566,1
3671,SIDM00900,CAY10566,1
3672,SIDM00446,CAY10566,1
3673,SIDM01049,CAY10566,1
3674,SIDM00637,CAY10566,1
3675,SIDM01103,CAY10566,1
3676,SIDM00886,CAY10566,1
3677,SIDM01060,CAY10566,1
3678,SIDM00343,CAY10603,1
3679,SIDM00657,CAY10603,1
3680,SIDM00145,CAY10603,1
3681,SIDM00785,CAY10603,1
3682,SIDM00088,CAY10603,1
3683,SIDM00272,CAY10603,1
3684,SIDM00951,CAY10603,1
3685,SIDM00407,CAY10603,1
3686,SIDM00401,CAY10603,1
3687,SIDM00900,CAY10603,1
3688,SIDM00964,CAY10603,1
3689,SIDM01013,CAY10603,1
3690,SIDM00419,CAY10603,1
3691,SIDM00227,CAY10603,1
3692,SIDM00963,CAY10603,1
3693,SIDM01172,CAY10603,1
3694,SIDM00999,CAY10603,1
3695,SIDM00403,CAY10603,1
3696,SIDM00417,CAY10603,1
3697,SIDM00423,CAY10603,1
3698,SIDM00441,CAY10603,1
3699,SIDM00929,CAY10603,1
3700,SIDM00389,CAY10603,1
3701,SIDM01032,CAY10603,1
