id,cell_lines,drug,label
1813,SIDM00962,FTI-277,0
1814,SIDM00798,FTI-277,0
1815,SIDM00810,FTI-277,0
1816,SIDM00928,FTI-277,0
1817,SIDM01089,FTI-277,0
1818,SIDM01087,FTI-277,0
1819,SIDM00937,FTI-277,0
1820,SIDM00895,FTI-277,0
1821,SIDM00896,FTI-277,0
1822,SIDM00980,FTI-277,0
1823,SIDM00995,FTI-277,0
1824,SIDM00989,FTI-277,0
1825,SIDM00933,FTI-277,0
1826,SIDM00446,FTI-277,0
1827,SIDM00332,FTI-277,0
1828,SIDM00932,FTI-277,0
1829,SIDM01052,FTI-277,0
1830,SIDM00499,FTI-277,0
1831,SIDM00996,FTI-277,0
1832,SIDM00964,FTI-277,0
1833,SIDM00938,FTI-277,0
1834,SIDM00935,FTI-277,0
1835,SIDM01064,FTI-277,0
1836,SIDM00312,FTI-277,0
1837,SIDM00247,FTI-277,0
1838,SIDM00963,FTI-277,0
1839,SIDM00289,FTI-277,0
1840,SIDM00330,FTI-277,0
1841,SIDM01045,FTI-277,0
1842,SIDM01040,FTI-277,0
1843,SIDM01072,FTI-277,0
1844,SIDM01067,FTI-277,0
1845,SIDM01066,FTI-277,0
1846,SIDM00333,FTI-277,0
1847,SIDM00442,FTI-277,0
1848,SIDM00453,FTI-277,0
1849,SIDM00426,FTI-277,0
1850,SIDM00394,FTI-277,0
1851,SIDM00419,FTI-277,0
1852,SIDM00462,FTI-277,0
1853,SIDM00936,FTI-277,0
1854,SIDM00929,FTI-277,0
1855,SIDM00944,FTI-277,0
1856,SIDM00950,FTI-277,0
1857,SIDM01068,FTI-277,0
1858,SIDM01062,FTI-277,0
1859,SIDM00994,FTI-277,0
1860,SIDM00993,FTI-277,0
1861,SIDM01048,FTI-277,0
1862,SIDM00341,FTI-277,0
1863,SIDM00455,FTI-277,0
1864,SIDM01058,FTI-277,0
1865,SIDM01071,FTI-277,0
1866,SIDM00428,FTI-277,0
1867,SIDM01036,FTI-277,0
1868,SIDM01015,FTI-277,0
1869,SIDM01004,FTI-277,0
1870,SIDM01034,FTI-277,0
1871,SIDM00313,FTI-277,0
1872,SIDM00338,FTI-277,0
1873,SIDM00437,FTI-277,0
1874,SIDM00434,FTI-277,0
1875,SIDM00443,FTI-277,0
1876,SIDM00461,FTI-277,0
1877,SIDM00460,FTI-277,0
1878,SIDM00458,FTI-277,0
1879,SIDM00450,FTI-277,0
1880,SIDM00448,FTI-277,0
1881,SIDM00415,FTI-277,0
1882,SIDM00389,FTI-277,0
1883,SIDM00404,FTI-277,0
1884,SIDM00405,FTI-277,0
1885,SIDM00406,FTI-277,0
1886,SIDM00407,FTI-277,0
1887,SIDM00423,FTI-277,0
1888,SIDM00422,FTI-277,0
1889,SIDM00421,FTI-277,0
1890,SIDM00416,FTI-277,0
1891,SIDM00413,FTI-277,0
1892,SIDM01111,AKT inhibitor VIII,0
1893,SIDM00807,AKT inhibitor VIII,0
1894,SIDM01085,AKT inhibitor VIII,0
1895,SIDM00512,AKT inhibitor VIII,0
1896,SIDM00706,AKT inhibitor VIII,0
1897,SIDM01131,AKT inhibitor VIII,0
1898,SIDM00953,AKT inhibitor VIII,0
1899,SIDM00632,AKT inhibitor VIII,0
1900,SIDM01028,AKT inhibitor VIII,0
1901,SIDM00927,AKT inhibitor VIII,0
1902,SIDM00417,AKT inhibitor VIII,0
1903,SIDM00395,AKT inhibitor VIII,0
1904,SIDM00934,AKT inhibitor VIII,0
1905,SIDM00829,AKT inhibitor VIII,0
1906,SIDM00791,AKT inhibitor VIII,0
1907,SIDM00124,AKT inhibitor VIII,0
1908,SIDM00903,AKT inhibitor VIII,0
1909,SIDM00146,AKT inhibitor VIII,0
1910,SIDM00941,AKT inhibitor VIII,0
1911,SIDM00087,AKT inhibitor VIII,0
1912,SIDM00997,AKT inhibitor VIII,0
1913,SIDM00954,AKT inhibitor VIII,0
1914,SIDM00515,AKT inhibitor VIII,0
1915,SIDM00940,AKT inhibitor VIII,0
1916,SIDM00930,AKT inhibitor VIII,0
1917,SIDM00931,AKT inhibitor VIII,0
1918,SIDM00886,AKT inhibitor VIII,0
1919,SIDM00867,AKT inhibitor VIII,0
1920,SIDM00948,AKT inhibitor VIII,0
1921,SIDM01051,AKT inhibitor VIII,0
1922,SIDM01049,AKT inhibitor VIII,0
1923,SIDM01047,AKT inhibitor VIII,0
1924,SIDM01042,AKT inhibitor VIII,0
1925,SIDM00860,AKT inhibitor VIII,0
1926,SIDM00227,AKT inhibitor VIII,0
1927,SIDM01043,AKT inhibitor VIII,0
1928,SIDM00828,AKT inhibitor VIII,0
1929,SIDM01059,AKT inhibitor VIII,0
1930,SIDM01218,AKT inhibitor VIII,0
1931,SIDM01013,AKT inhibitor VIII,0
1932,SIDM01012,AKT inhibitor VIII,0
1933,SIDM01033,AKT inhibitor VIII,0
1934,SIDM00327,AKT inhibitor VIII,0
1935,SIDM00329,AKT inhibitor VIII,0
1936,SIDM00346,AKT inhibitor VIII,0
1937,SIDM00526,AKT inhibitor VIII,0
1938,SIDM00335,AKT inhibitor VIII,0
1939,SIDM00387,AKT inhibitor VIII,0
1940,SIDM00438,AKT inhibitor VIII,0
1941,SIDM00641,AKT inhibitor VIII,0
1942,SIDM00580,AKT inhibitor VIII,0
1943,SIDM00401,AKT inhibitor VIII,0
1944,SIDM01110,AKT inhibitor VIII,0
1945,SIDM01107,AKT inhibitor VIII,0
1946,SIDM00392,AKT inhibitor VIII,0
1947,SIDM00832,AKT inhibitor VIII,0
1948,SIDM01172,AKT inhibitor VIII,0
1949,SIDM00424,AKT inhibitor VIII,0
1950,SIDM00411,AKT inhibitor VIII,0
1951,SIDM00286,AKT inhibitor VIII,0
1952,SIDM00957,AKT inhibitor VIII,0
1953,SIDM00343,AKT inhibitor VIII,0
1954,SIDM00907,AKT inhibitor VIII,0
1955,SIDM00287,AKT inhibitor VIII,0
1956,SIDM00962,AKT inhibitor VIII,0
1957,SIDM01089,AKT inhibitor VIII,0
1958,SIDM01087,AKT inhibitor VIII,0
1959,SIDM00943,AKT inhibitor VIII,0
1960,SIDM00995,AKT inhibitor VIII,0
1961,SIDM00332,AKT inhibitor VIII,0
1962,SIDM00964,AKT inhibitor VIII,0
1963,SIDM00935,AKT inhibitor VIII,0
1964,SIDM01064,AKT inhibitor VIII,0
1965,SIDM00312,AKT inhibitor VIII,0
1966,SIDM00247,AKT inhibitor VIII,0
1967,SIDM00289,AKT inhibitor VIII,0
1968,SIDM00330,AKT inhibitor VIII,0
1969,SIDM01045,AKT inhibitor VIII,0
1970,SIDM01072,AKT inhibitor VIII,0
1971,SIDM01066,AKT inhibitor VIII,0
1972,SIDM00419,AKT inhibitor VIII,0
1973,SIDM01176,AKT inhibitor VIII,0
1974,SIDM00929,AKT inhibitor VIII,0
1975,SIDM00944,AKT inhibitor VIII,0
1976,SIDM01002,AKT inhibitor VIII,0
1977,SIDM01068,AKT inhibitor VIII,0
1978,SIDM01062,AKT inhibitor VIII,0
1979,SIDM01048,AKT inhibitor VIII,0
1980,SIDM00341,AKT inhibitor VIII,0
1981,SIDM01058,AKT inhibitor VIII,0
1982,SIDM01036,AKT inhibitor VIII,0
1983,SIDM01015,AKT inhibitor VIII,0
1984,SIDM00313,AKT inhibitor VIII,0
1985,SIDM00338,AKT inhibitor VIII,0
1986,SIDM00448,AKT inhibitor VIII,0
1987,SIDM00415,AKT inhibitor VIII,0
1988,SIDM00421,AKT inhibitor VIII,0
1989,SIDM00413,AKT inhibitor VIII,0
1990,SIDM01085,PAC-1,0
1991,SIDM01131,PAC-1,0
1992,SIDM00874,PAC-1,0
1993,SIDM00990,PAC-1,0
1994,SIDM00986,PAC-1,0
1995,SIDM00939,PAC-1,0
1996,SIDM00942,PAC-1,0
1997,SIDM00953,PAC-1,0
1998,SIDM01024,PAC-1,0
1999,SIDM00339,PAC-1,0
2000,SIDM00927,PAC-1,0
2001,SIDM00088,PAC-1,0
2002,SIDM00120,PAC-1,0
2003,SIDM00783,PAC-1,0
2004,SIDM00829,PAC-1,0
2005,SIDM00791,PAC-1,0
2006,SIDM00097,PAC-1,0
2007,SIDM00124,PAC-1,0
2008,SIDM00903,PAC-1,0
2009,SIDM00146,PAC-1,0
2010,SIDM00999,PAC-1,0
2011,SIDM00515,PAC-1,0
2012,SIDM00940,PAC-1,0
2013,SIDM00930,PAC-1,0
2014,SIDM00931,PAC-1,0
2015,SIDM00886,PAC-1,0
2016,SIDM00867,PAC-1,0
2017,SIDM00947,PAC-1,0
2018,SIDM01047,PAC-1,0
2019,SIDM01042,PAC-1,0
2020,SIDM00860,PAC-1,0
2021,SIDM01055,PAC-1,0
2022,SIDM00227,PAC-1,0
2023,SIDM00828,PAC-1,0
2024,SIDM01218,PAC-1,0
2025,SIDM01013,PAC-1,0
2026,SIDM01012,PAC-1,0
2027,SIDM00308,PAC-1,0
2028,SIDM01033,PAC-1,0
2029,SIDM00346,PAC-1,0
2030,SIDM00272,PAC-1,0
2031,SIDM00628,PAC-1,0
2032,SIDM00334,PAC-1,0
2033,SIDM00438,PAC-1,0
2034,SIDM00401,PAC-1,0
2035,SIDM01110,PAC-1,0
2036,SIDM01107,PAC-1,0
2037,SIDM01103,PAC-1,0
2038,SIDM00832,PAC-1,0
2039,SIDM00411,PAC-1,0
2040,SIDM00479,PAC-1,0
2041,SIDM01248,PAC-1,0
2042,SIDM00957,PAC-1,0
2043,SIDM00343,PAC-1,0
2044,SIDM00988,PAC-1,0
2045,SIDM00798,PAC-1,0
2046,SIDM01089,PAC-1,0
2047,SIDM01087,PAC-1,0
2048,SIDM00937,PAC-1,0
2049,SIDM00332,PAC-1,0
2050,SIDM00964,PAC-1,0
2051,SIDM00935,PAC-1,0
2052,SIDM00963,PAC-1,0
2053,SIDM01045,PAC-1,0
2054,SIDM01040,PAC-1,0
2055,SIDM01072,PAC-1,0
2056,SIDM01067,PAC-1,0
2057,SIDM01066,PAC-1,0
2058,SIDM00453,PAC-1,0
2059,SIDM00394,PAC-1,0
2060,SIDM00419,PAC-1,0
2061,SIDM00462,PAC-1,0
2062,SIDM00929,PAC-1,0
2063,SIDM00944,PAC-1,0
2064,SIDM00950,PAC-1,0
2065,SIDM01002,PAC-1,0
2066,SIDM01048,PAC-1,0
2067,SIDM00341,PAC-1,0
2068,SIDM00455,PAC-1,0
2069,SIDM01058,PAC-1,0
2070,SIDM01036,PAC-1,0
2071,SIDM00461,PAC-1,0
2072,SIDM00421,PAC-1,0
2073,SIDM00413,PAC-1,0
2074,SIDM00124,Thapsigargin,0
2075,SIDM01013,Thapsigargin,0
2076,SIDM00327,Thapsigargin,0
2077,SIDM00580,Thapsigargin,0
2078,SIDM00832,Thapsigargin,0
2079,SIDM00332,Thapsigargin,0
2080,SIDM00932,Thapsigargin,0
2081,SIDM00929,Thapsigargin,0
2082,SIDM00944,Thapsigargin,0
2083,SIDM00413,Thapsigargin,0
2084,SIDM01085,BMS-754807,0
2085,SIDM00874,BMS-754807,0
2086,SIDM00791,BMS-754807,0
2087,SIDM00087,BMS-754807,0
2088,SIDM00886,BMS-754807,0
2089,SIDM00948,BMS-754807,0
2090,SIDM01051,BMS-754807,0
2091,SIDM01049,BMS-754807,0
2092,SIDM01042,BMS-754807,0
2093,SIDM01013,BMS-754807,0
2094,SIDM01012,BMS-754807,0
2095,SIDM01033,BMS-754807,0
2096,SIDM00327,BMS-754807,0
2097,SIDM00335,BMS-754807,0
2098,SIDM00388,BMS-754807,0
2099,SIDM00438,BMS-754807,0
2100,SIDM01107,BMS-754807,0
2101,SIDM00424,BMS-754807,0
2102,SIDM01089,BMS-754807,0
2103,SIDM00332,BMS-754807,0
2104,SIDM00963,BMS-754807,0
2105,SIDM01067,BMS-754807,0
2106,SIDM00944,BMS-754807,0
2107,SIDM01062,BMS-754807,0
2108,SIDM00313,BMS-754807,0
2109,SIDM00338,BMS-754807,0
2110,SIDM00448,BMS-754807,0
2111,SIDM00415,BMS-754807,0
2112,SIDM00422,BMS-754807,0
2113,SIDM00413,BMS-754807,0
2114,SIDM01085,Linsitinib,0
2115,SIDM00982,Linsitinib,0
2116,SIDM00706,Linsitinib,0
2117,SIDM01131,Linsitinib,0
2118,SIDM00877,Linsitinib,0
2119,SIDM00874,Linsitinib,0
2120,SIDM00990,Linsitinib,0
2121,SIDM00942,Linsitinib,0
2122,SIDM00632,Linsitinib,0
2123,SIDM01032,Linsitinib,0
2124,SIDM01024,Linsitinib,0
2125,SIDM00927,Linsitinib,0
2126,SIDM00088,Linsitinib,0
2127,SIDM00120,Linsitinib,0
2128,SIDM00783,Linsitinib,0
2129,SIDM00789,Linsitinib,0
2130,SIDM00791,Linsitinib,0
2131,SIDM00097,Linsitinib,0
2132,SIDM00124,Linsitinib,0
2133,SIDM00087,Linsitinib,0
2134,SIDM00900,Linsitinib,0
2135,SIDM00940,Linsitinib,0
2136,SIDM00930,Linsitinib,0
2137,SIDM00931,Linsitinib,0
2138,SIDM00886,Linsitinib,0
2139,SIDM00867,Linsitinib,0
2140,SIDM00949,Linsitinib,0
2141,SIDM00948,Linsitinib,0
2142,SIDM00981,Linsitinib,0
2143,SIDM01051,Linsitinib,0
2144,SIDM01049,Linsitinib,0
2145,SIDM01047,Linsitinib,0
2146,SIDM01042,Linsitinib,0
2147,SIDM00860,Linsitinib,0
2148,SIDM01043,Linsitinib,0
2149,SIDM01073,Linsitinib,0
2150,SIDM00671,Linsitinib,0
2151,SIDM00661,Linsitinib,0
2152,SIDM00828,Linsitinib,0
2153,SIDM01218,Linsitinib,0
2154,SIDM01013,Linsitinib,0
2155,SIDM01012,Linsitinib,0
2156,SIDM00785,Linsitinib,0
2157,SIDM00308,Linsitinib,0
2158,SIDM01027,Linsitinib,0
2159,SIDM01026,Linsitinib,0
2160,SIDM00327,Linsitinib,0
2161,SIDM00329,Linsitinib,0
2162,SIDM00272,Linsitinib,0
2163,SIDM00628,Linsitinib,0
2164,SIDM00526,Linsitinib,0
2165,SIDM00335,Linsitinib,0
2166,SIDM00334,Linsitinib,0
2167,SIDM00388,Linsitinib,0
2168,SIDM00641,Linsitinib,0
2169,SIDM00463,Linsitinib,0
2170,SIDM00451,Linsitinib,0
2171,SIDM00401,Linsitinib,0
2172,SIDM01107,Linsitinib,0
2173,SIDM00832,Linsitinib,0
2174,SIDM01172,Linsitinib,0
2175,SIDM00424,Linsitinib,0
2176,SIDM01018,Linsitinib,0
2177,SIDM00479,Linsitinib,0
2178,SIDM00477,Linsitinib,0
2179,SIDM01248,Linsitinib,0
2180,SIDM00957,Linsitinib,0
2181,SIDM00343,Linsitinib,0
2182,SIDM00988,Linsitinib,0
2183,SIDM01082,Linsitinib,0
2184,SIDM00287,Linsitinib,0
2185,SIDM00962,Linsitinib,0
2186,SIDM00798,Linsitinib,0
2187,SIDM01089,Linsitinib,0
2188,SIDM01087,Linsitinib,0
2189,SIDM00937,Linsitinib,0
2190,SIDM00995,Linsitinib,0
2191,SIDM00933,Linsitinib,0
2192,SIDM00332,Linsitinib,0
2193,SIDM01052,Linsitinib,0
2194,SIDM00996,Linsitinib,0
2195,SIDM00938,Linsitinib,0
2196,SIDM01064,Linsitinib,0
2197,SIDM00247,Linsitinib,0
2198,SIDM00963,Linsitinib,0
2199,SIDM01045,Linsitinib,0
2200,SIDM01072,Linsitinib,0
2201,SIDM00333,Linsitinib,0
2202,SIDM00453,Linsitinib,0
2203,SIDM00419,Linsitinib,0
2204,SIDM01176,Linsitinib,0
2205,SIDM00462,Linsitinib,0
2206,SIDM00936,Linsitinib,0
2207,SIDM00944,Linsitinib,0
2208,SIDM01058,Linsitinib,0
2209,SIDM01015,Linsitinib,0
2210,SIDM01004,Linsitinib,0
2211,SIDM00313,Linsitinib,0
2212,SIDM00338,Linsitinib,0
2213,SIDM00448,Linsitinib,0
2214,SIDM00422,Linsitinib,0
2215,SIDM00421,Linsitinib,0
2216,SIDM00416,Linsitinib,0
2217,SIDM00413,Linsitinib,0
2218,SIDM01085,Luminespib,0
2219,SIDM00706,Luminespib,0
2220,SIDM01131,Luminespib,0
2221,SIDM00953,Luminespib,0
2222,SIDM00124,Luminespib,0
2223,SIDM00832,Luminespib,0
2224,SIDM00332,Luminespib,0
2225,SIDM00936,Luminespib,0
2226,SIDM00413,Luminespib,0
2227,SIDM00413,Dacinostat,0
2228,SIDM01111,GSK1904529A,0
2229,SIDM00807,GSK1904529A,0
2230,SIDM01085,GSK1904529A,0
2231,SIDM00982,GSK1904529A,0
2232,SIDM00512,GSK1904529A,0
2233,SIDM00706,GSK1904529A,0
2234,SIDM01131,GSK1904529A,0
2235,SIDM01179,GSK1904529A,0
2236,SIDM00877,GSK1904529A,0
2237,SIDM00874,GSK1904529A,0
2238,SIDM00990,GSK1904529A,0
2239,SIDM00986,GSK1904529A,0
2240,SIDM00942,GSK1904529A,0
2241,SIDM00953,GSK1904529A,0
2242,SIDM00951,GSK1904529A,0
2243,SIDM00632,GSK1904529A,0
2244,SIDM01032,GSK1904529A,0
2245,SIDM01028,GSK1904529A,0
2246,SIDM01025,GSK1904529A,0
2247,SIDM01024,GSK1904529A,0
2248,SIDM00345,GSK1904529A,0
2249,SIDM00339,GSK1904529A,0
2250,SIDM00927,GSK1904529A,0
2251,SIDM00391,GSK1904529A,0
2252,SIDM00417,GSK1904529A,0
2253,SIDM01009,GSK1904529A,0
2254,SIDM00395,GSK1904529A,0
2255,SIDM00934,GSK1904529A,0
2256,SIDM00088,GSK1904529A,0
2257,SIDM00120,GSK1904529A,0
2258,SIDM00783,GSK1904529A,0
2259,SIDM00789,GSK1904529A,0
2260,SIDM00829,GSK1904529A,0
2261,SIDM00136,GSK1904529A,0
2262,SIDM00791,GSK1904529A,0
2263,SIDM00097,GSK1904529A,0
2264,SIDM00148,GSK1904529A,0
2265,SIDM00124,GSK1904529A,0
2266,SIDM00903,GSK1904529A,0
2267,SIDM00121,GSK1904529A,0
2268,SIDM00145,GSK1904529A,0
2269,SIDM00146,GSK1904529A,0
2270,SIDM00941,GSK1904529A,0
2271,SIDM00087,GSK1904529A,0
2272,SIDM00987,GSK1904529A,0
2273,SIDM00900,GSK1904529A,0
2274,SIDM00997,GSK1904529A,0
2275,SIDM00983,GSK1904529A,0
2276,SIDM00999,GSK1904529A,0
2277,SIDM01076,GSK1904529A,0
2278,SIDM00954,GSK1904529A,0
2279,SIDM00284,GSK1904529A,0
2280,SIDM00940,GSK1904529A,0
2281,SIDM00930,GSK1904529A,0
2282,SIDM00931,GSK1904529A,0
2283,SIDM00886,GSK1904529A,0
2284,SIDM00867,GSK1904529A,0
2285,SIDM00949,GSK1904529A,0
2286,SIDM00948,GSK1904529A,0
2287,SIDM00947,GSK1904529A,0
2288,SIDM00981,GSK1904529A,0
2289,SIDM01001,GSK1904529A,0
2290,SIDM01056,GSK1904529A,0
2291,SIDM01051,GSK1904529A,0
2292,SIDM01049,GSK1904529A,0
2293,SIDM01047,GSK1904529A,0
2294,SIDM01042,GSK1904529A,0
2295,SIDM00860,GSK1904529A,0
2296,SIDM01055,GSK1904529A,0
2297,SIDM01057,GSK1904529A,0
2298,SIDM00227,GSK1904529A,0
2299,SIDM01043,GSK1904529A,0
2300,SIDM01073,GSK1904529A,0
2301,SIDM00594,GSK1904529A,0
2302,SIDM00671,GSK1904529A,0
2303,SIDM00661,GSK1904529A,0
2304,SIDM00828,GSK1904529A,0
2305,SIDM01060,GSK1904529A,0
2306,SIDM01059,GSK1904529A,0
2307,SIDM01013,GSK1904529A,0
2308,SIDM01012,GSK1904529A,0
2309,SIDM01003,GSK1904529A,0
2310,SIDM00785,GSK1904529A,0
2311,SIDM01019,GSK1904529A,0
2312,SIDM01020,GSK1904529A,0
2313,SIDM00308,GSK1904529A,0
2314,SIDM01033,GSK1904529A,0
2315,SIDM01031,GSK1904529A,0
2316,SIDM01030,GSK1904529A,0
2317,SIDM01029,GSK1904529A,0
2318,SIDM00327,GSK1904529A,0
2319,SIDM00329,GSK1904529A,0
2320,SIDM00346,GSK1904529A,0
2321,SIDM00342,GSK1904529A,0
2322,SIDM00340,GSK1904529A,0
2323,SIDM00637,GSK1904529A,0
2324,SIDM00272,GSK1904529A,0
2325,SIDM00337,GSK1904529A,0
2326,SIDM00336,GSK1904529A,0
2327,SIDM00526,GSK1904529A,0
2328,SIDM00335,GSK1904529A,0
2329,SIDM00334,GSK1904529A,0
2330,SIDM00386,GSK1904529A,0
2331,SIDM00387,GSK1904529A,0
2332,SIDM00388,GSK1904529A,0
2333,SIDM00441,GSK1904529A,0
2334,SIDM00438,GSK1904529A,0
2335,SIDM00431,GSK1904529A,0
2336,SIDM01023,GSK1904529A,0
2337,SIDM00657,GSK1904529A,0
2338,SIDM00429,GSK1904529A,0
2339,SIDM00641,GSK1904529A,0
2340,SIDM00580,GSK1904529A,0
2341,SIDM00457,GSK1904529A,0
2342,SIDM00463,GSK1904529A,0
2343,SIDM00451,GSK1904529A,0
2344,SIDM00447,GSK1904529A,0
2345,SIDM00403,GSK1904529A,0
2346,SIDM01086,GSK1904529A,0
2347,SIDM00402,GSK1904529A,0
2348,SIDM00401,GSK1904529A,0
2349,SIDM00396,GSK1904529A,0
2350,SIDM01110,GSK1904529A,0
2351,SIDM01107,GSK1904529A,0
2352,SIDM00392,GSK1904529A,0
2353,SIDM01103,GSK1904529A,0
2354,SIDM00390,GSK1904529A,0
2355,SIDM01154,GSK1904529A,0
2356,SIDM00420,GSK1904529A,0
2357,SIDM00832,GSK1904529A,0
2358,SIDM01172,GSK1904529A,0
2359,SIDM01191,GSK1904529A,0
2360,SIDM00424,GSK1904529A,0
2361,SIDM00412,GSK1904529A,0
2362,SIDM00411,GSK1904529A,0
2363,SIDM01018,GSK1904529A,0
2364,SIDM00479,GSK1904529A,0
2365,SIDM00477,GSK1904529A,0
2366,SIDM00286,GSK1904529A,0
2367,SIDM01248,GSK1904529A,0
2368,SIDM00957,GSK1904529A,0
2369,SIDM00343,GSK1904529A,0
2370,SIDM00988,GSK1904529A,0
2371,SIDM01082,GSK1904529A,0
2372,SIDM00907,GSK1904529A,0
2373,SIDM00287,GSK1904529A,0
2374,SIDM00985,GSK1904529A,0
2375,SIDM00962,GSK1904529A,0
2376,SIDM00798,GSK1904529A,0
2377,SIDM00810,GSK1904529A,0
2378,SIDM00928,GSK1904529A,0
2379,SIDM01089,GSK1904529A,0
2380,SIDM01087,GSK1904529A,0
2381,SIDM00943,GSK1904529A,0
2382,SIDM00937,GSK1904529A,0
2383,SIDM00895,GSK1904529A,0
2384,SIDM00896,GSK1904529A,0
2385,SIDM00980,GSK1904529A,0
2386,SIDM00995,GSK1904529A,0
2387,SIDM00989,GSK1904529A,0
2388,SIDM00933,GSK1904529A,0
2389,SIDM00446,GSK1904529A,0
2390,SIDM00332,GSK1904529A,0
2391,SIDM01052,GSK1904529A,0
2392,SIDM00499,GSK1904529A,0
2393,SIDM00996,GSK1904529A,0
2394,SIDM00964,GSK1904529A,0
2395,SIDM00938,GSK1904529A,0
2396,SIDM00935,GSK1904529A,0
2397,SIDM01064,GSK1904529A,0
2398,SIDM00312,GSK1904529A,0
2399,SIDM00247,GSK1904529A,0
2400,SIDM00410,GSK1904529A,0
2401,SIDM00963,GSK1904529A,0
2402,SIDM00344,GSK1904529A,0
2403,SIDM00289,GSK1904529A,0
2404,SIDM00330,GSK1904529A,0
2405,SIDM01045,GSK1904529A,0
2406,SIDM01040,GSK1904529A,0
2407,SIDM01072,GSK1904529A,0
2408,SIDM01069,GSK1904529A,0
2409,SIDM01067,GSK1904529A,0
2410,SIDM01066,GSK1904529A,0
2411,SIDM00333,GSK1904529A,0
2412,SIDM00453,GSK1904529A,0
2413,SIDM00426,GSK1904529A,0
2414,SIDM00394,GSK1904529A,0
2415,SIDM00419,GSK1904529A,0
2416,SIDM01176,GSK1904529A,0
2417,SIDM00462,GSK1904529A,0
2418,SIDM00936,GSK1904529A,0
2419,SIDM00929,GSK1904529A,0
2420,SIDM00944,GSK1904529A,0
2421,SIDM00950,GSK1904529A,0
2422,SIDM01068,GSK1904529A,0
2423,SIDM01062,GSK1904529A,0
2424,SIDM00994,GSK1904529A,0
2425,SIDM00993,GSK1904529A,0
2426,SIDM00946,GSK1904529A,0
2427,SIDM01048,GSK1904529A,0
2428,SIDM00341,GSK1904529A,0
2429,SIDM00455,GSK1904529A,0
2430,SIDM01058,GSK1904529A,0
2431,SIDM01071,GSK1904529A,0
2432,SIDM00428,GSK1904529A,0
2433,SIDM01036,GSK1904529A,0
2434,SIDM01015,GSK1904529A,0
2435,SIDM01004,GSK1904529A,0
2436,SIDM01034,GSK1904529A,0
2437,SIDM00313,GSK1904529A,0
2438,SIDM00338,GSK1904529A,0
2439,SIDM00437,GSK1904529A,0
2440,SIDM00434,GSK1904529A,0
2441,SIDM00443,GSK1904529A,0
2442,SIDM00461,GSK1904529A,0
2443,SIDM00460,GSK1904529A,0
2444,SIDM00458,GSK1904529A,0
2445,SIDM00450,GSK1904529A,0
2446,SIDM00448,GSK1904529A,0
2447,SIDM00415,GSK1904529A,0
2448,SIDM00405,GSK1904529A,0
2449,SIDM00406,GSK1904529A,0
2450,SIDM00407,GSK1904529A,0
2451,SIDM00423,GSK1904529A,0
2452,SIDM00422,GSK1904529A,0
2453,SIDM00421,GSK1904529A,0
2454,SIDM00416,GSK1904529A,0
2455,SIDM00413,GSK1904529A,0
2456,SIDM00124,Ruxolitinib,0
2457,SIDM01107,Ruxolitinib,0
2458,SIDM00957,Ruxolitinib,0
2459,SIDM00982,Ispinesib Mesylate,0
2460,SIDM01025,Ispinesib Mesylate,0
2461,SIDM00417,Ispinesib Mesylate,0
2462,SIDM00148,Ispinesib Mesylate,0
2463,SIDM00124,Ispinesib Mesylate,0
2464,SIDM00997,Ispinesib Mesylate,0
2465,SIDM00930,Ispinesib Mesylate,0
2466,SIDM00947,Ispinesib Mesylate,0
2467,SIDM01013,Ispinesib Mesylate,0
2468,SIDM01012,Ispinesib Mesylate,0
2469,SIDM01033,Ispinesib Mesylate,0
2470,SIDM01107,Ispinesib Mesylate,0
2471,SIDM01191,Ispinesib Mesylate,0
2472,SIDM00411,Ispinesib Mesylate,0
2473,SIDM00479,Ispinesib Mesylate,0
2474,SIDM00477,Ispinesib Mesylate,0
2475,SIDM00957,Ispinesib Mesylate,0
2476,SIDM00332,Ispinesib Mesylate,0
2477,SIDM00330,Ispinesib Mesylate,0
2478,SIDM00454,Ispinesib Mesylate,0
2479,SIDM01067,Ispinesib Mesylate,0
2480,SIDM00929,Ispinesib Mesylate,0
2481,SIDM00944,Ispinesib Mesylate,0
2482,SIDM00448,Ispinesib Mesylate,0
2483,SIDM01107,Cabozantinib,0
2484,SIDM00807,Quizartinib,0
2485,SIDM01085,Quizartinib,0
2486,SIDM00982,Quizartinib,0
2487,SIDM00512,Quizartinib,0
2488,SIDM00706,Quizartinib,0
2489,SIDM01131,Quizartinib,0
2490,SIDM01179,Quizartinib,0
2491,SIDM00877,Quizartinib,0
2492,SIDM00874,Quizartinib,0
2493,SIDM00990,Quizartinib,0
2494,SIDM00986,Quizartinib,0
2495,SIDM00961,Quizartinib,0
2496,SIDM00939,Quizartinib,0
2497,SIDM00942,Quizartinib,0
2498,SIDM00953,Quizartinib,0
2499,SIDM00951,Quizartinib,0
2500,SIDM01032,Quizartinib,0
2501,SIDM01028,Quizartinib,0
2502,SIDM01025,Quizartinib,0
2503,SIDM01024,Quizartinib,0
2504,SIDM00345,Quizartinib,0
2505,SIDM00339,Quizartinib,0
2506,SIDM00927,Quizartinib,0
2507,SIDM00391,Quizartinib,0
2508,SIDM00417,Quizartinib,0
2509,SIDM01009,Quizartinib,0
2510,SIDM00395,Quizartinib,0
2511,SIDM00934,Quizartinib,0
2512,SIDM00088,Quizartinib,0
